team,team_id,season,jersey,name,position,height,academic_year,hometown,high_school,previous_school,url
Air Force,721,2018-19,30,Naomi Hughes,F,,Sophomore,"Grovetown, GA",Grovetown,,https://goairforcefalcons.com/sports/womens-basketball/roster/naomi-hughes/7402
Air Force,721,2018-19,32,Kaelin Immel,G,"5'9""",Sophomore,"Beaverton, OR",Southridge,,https://goairforcefalcons.com/sports/womens-basketball/roster/kaelin-immel/9489
Air Force,721,2018-19,35,Coco Kuchins,G,"5'9""",Freshman,"Chevy Chase, MD",Winston Churchill,,https://goairforcefalcons.com/sports/womens-basketball/roster/coco-kuchins/7701
Air Force,721,2018-19,41,Natalie Nicks,G,"5'7""",Freshman,"Pensacola, FL",West Florida School of Advanced Technology,,https://goairforcefalcons.com/sports/womens-basketball/roster/natalie-nicks/7703
Air Force,721,2018-19,55,Kassady Huffman,F,"6'2""",Junior,"Colorado Springs, CO",Air Academy,USAFA Prep,https://goairforcefalcons.com/sports/womens-basketball/roster/kassady-huffman/9488
Texas A&M,697,2018-19,0,Aja Ellison,F/C,"6'3""",Senior,"Voorhees, N.J.",Life Center Academy,Maryland,https://12thman.com/sports/womens-basketball/roster/aja-ellison/6545
Texas A&M,697,2018-19,1,Aahliyah Jackson,G,"5'10""",Sophomore,"Ft. Smith, Ark.",Northside HS,,https://12thman.com/sports/womens-basketball/roster/aahliyah-jackson/7374
Texas A&M,697,2018-19,2,Aaliyah Wilson,G,"5'11""",Sophomore,"Muskogee, Okla.",Muskogee,Arkansas,https://12thman.com/sports/womens-basketball/roster/aaliyah-wilson/9127
Texas A&M,697,2018-19,3,Chennedy Carter,G,"5'7""",Sophomore,"Mansfield, Texas",Timberview,,https://12thman.com/sports/womens-basketball/roster/chennedy-carter/7371
Texas A&M,697,2018-19,4,Shambria Washington,G,"5'7""",Junior,"Ocala, Fla.",Trinity Catholic,College of Central Florida,https://12thman.com/sports/womens-basketball/roster/shambria-washington/7378
Texas A&M,697,2018-19,11,Kayla Wells,G,,Sophomore,"Dallas, Texas",South Grand Prairie,,https://12thman.com/sports/womens-basketball/roster/kayla-wells/9924
Texas A&M,697,2018-19,12,Cheah Rael-Whitsitt,F,"5'11""",Junior,"Ann Arbor, Mich.",Huron,Miami Dade College,https://12thman.com/sports/womens-basketball/roster/cheah-raelwhitsitt/7377
Texas A&M,697,2018-19,14,Jada Walton,G,"5'11""",Sophomore,"Lithonia, Ga.",Southwest DeKalb,,https://12thman.com/sports/womens-basketball/roster/jada-walton/6542
Texas A&M,697,2018-19,15,Jasmine Williams,G,"5'10""",Junior,"Houston, Texas",Cy-Woods HS,,https://12thman.com/sports/womens-basketball/roster/jasmine-williams/7380
Texas A&M,697,2018-19,22,Ashley Hearn,F,"6'4""",Junior,"Rowlett, Texas",Sachse,UCLA,https://12thman.com/sports/womens-basketball/roster/ashley-hearn/7146
Texas A&M,697,2018-19,23,Lauren Harrison,G,,Junior,"The Woodlands, Texas",Concordia Lutheran,Texas Tech,https://12thman.com/sports/womens-basketball/roster/lauren-harrison/6915
Texas A&M,697,2018-19,31,N’dea Jones,F,"6'2""",Sophomore,"Lawrenceville, Ga.",Brookwood,,https://12thman.com/sports/womens-basketball/roster/ndea-jones/9124
Texas A&M,697,2018-19,33,Anna Dreimane,C,"6'5""",Sophomore,"Riga, Latvia",Riga State Gymnasium No. 2,Colorado State,https://12thman.com/sports/womens-basketball/roster/anna-dreimane/9121
Texas A&M,697,2018-19,34,Caylinne Martin,F/C,"6'3""",Senior,"Houston, Texas",Langham Creek HS,McLennan CC,https://12thman.com/sports/womens-basketball/roster/caylinne-martin/6541
Texas A&M,697,2018-19,40,Ciera Johnson,C,"6'4""",Sophomore,"Duncanville, Texas",Duncanville,Louisville,https://12thman.com/sports/womens-basketball/roster/ciera-johnson/9123
Alabama,8,2018-19,0,Taniyah Worth,G,"6'1""",Freshman,"Flowery Branch, Ga.",Flowery Branch HS,Flowery Branch HS,https://rolltide.com/sports/womens-basketball/roster/taniyah-worth/4777
Alabama,8,2018-19,1,Megan Abrams,G,"5'9""",Freshman,"Lafayette, La.",Lafayette Christian Academy,Lafayette Christian Academy,https://rolltide.com/sports/womens-basketball/roster/megan-abrams/8236
Alabama,8,2018-19,2,Amber Richardson,G,,Senior,"Garner, N.C.",Southeast Raleigh HS,NC State,https://rolltide.com/sports/womens-basketball/roster/amber-richardson/5708
Alabama,8,2018-19,3,Jordan Lewis,G,"5'7""",Junior,"Windermere, Fla.",Lake Highland Prep,Lake Highland Prep,https://rolltide.com/sports/womens-basketball/roster/jordan-lewis/6424
Alabama,8,2018-19,4,Cierra Johnson,G,"5'10""",Junior,"Mobile, Ala.",Blount HS,Shelton State CC,https://rolltide.com/sports/womens-basketball/roster/cierra-johnson/5705
Alabama,8,2018-19,5,Hannah Barber,G,"5'6""",Freshman,"Homewood, Ala.",Homewood HS,Homewood HS,https://rolltide.com/sports/womens-basketball/roster/hannah-barber/8237
Alabama,8,2018-19,10,Taylor Berry,G,"5'9""",Senior,"New Orleans, La.",Mount Carmel Academy,Mount Carmel Academy,https://rolltide.com/sports/womens-basketball/roster/taylor-berry/4738
Alabama,8,2018-19,12,Allie Craig Cruce,F,"6'1""",Freshman,"Killen, Ala.",Lauderdale County HS,Lauderdale County HS,https://rolltide.com/sports/womens-basketball/roster/allie-craig-cruce/7345
Alabama,8,2018-19,22,Ariyah Copeland,F,"6'3""",Sophomore,"Columbus, Ga.",Columbus HS,Columbus HS,https://rolltide.com/sports/womens-basketball/roster/ariyah-copeland/6420
Alabama,8,2018-19,23,Shaquera Wade,G,,Senior,"Huntsville, Ala.",Huntsville HS,Huntsville HS,https://rolltide.com/sports/womens-basketball/roster/shaquera-wade/4743
Alabama,8,2018-19,24,De'Sha Benjamin,G,,Freshman,"Augusta, Ga.",Lucy C. Laney HS,Lucy C. Laney HS,https://rolltide.com/sports/womens-basketball/roster/desha-benjamin/6419
Alabama,8,2018-19,25,Ashley Knight,F,"6'5""",Junior,"Austin, Texas",Lyndon B. Johnson HS,Lyndon B. Johnson HS,https://rolltide.com/sports/womens-basketball/roster/ashley-knight/5706
Alabama,8,2018-19,34,Grace Pelphrey,G,"6'1""",Freshman,"Tuscaloosa, Ala.",Tuscaloosa Academy,Tuscaloosa Academy,https://rolltide.com/sports/womens-basketball/roster/grace-pelphrey/4771
Alabama,8,2018-19,40,Jasmine Walker,F,"6'3""",Sophomore,"Montgomery, Ala.",Jefferson Davis HS,Florida State,https://rolltide.com/sports/womens-basketball/roster/jasmine-walker/6426
Alabama,8,2018-19,42,Shelby Gibson,C,"6'3""",Junior,"Murfreesboro, Tenn.",Oakland HS,Ole Miss,https://rolltide.com/sports/womens-basketball/roster/shelby-gibson/5704
Arizona,29,2018-19,2,Aari McDonald,G,"5'7""",Redshirt Sophomore,"Fresno, Calif.",Brookside Christian High School,Washington,https://arizonawildcats.com/sports/womens-basketball/roster/aari-mcdonald/9419
Arizona,29,2018-19,3,Tara Manumaleuga,G,"5'9""",Freshman,"Queensland, Australia",Hillcrest Christian College,,https://arizonawildcats.com/sports/womens-basketball/roster/tara-manumaleuga/10279
Arizona,29,2018-19,4,Lucia Alonso,G,"5'7""",Junior,"Leon, Spain",Aron Leon Cuña del Parlamentarismo,,https://arizonawildcats.com/sports/womens-basketball/roster/lucia-alonso/9413
Arizona,29,2018-19,10,Tee Tee Starks,F,"5'9""",Redshirt Junior,"Brooklyn Park, Minn.",Hopkins High School,Iowa State,https://arizonawildcats.com/sports/womens-basketball/roster/tee-tee-starks/9420
Arizona,29,2018-19,14,Sam Thomas,F,"6'0""",Sophomore,"Las Vegas, Nev.",Centennial High School,,https://arizonawildcats.com/sports/womens-basketball/roster/sam-thomas/9421
Arizona,29,2018-19,20,Dominique McBryde,F,"6'2""",Redshirt Junior,"Bedford, Ind.",Bedford North Lawrence High School,Purdue,https://arizonawildcats.com/sports/womens-basketball/roster/dominique-mcbryde/9418
Arizona,29,2018-19,21,Destiny Graham,F,"6'3""",Senior,"San Francisco, Calif.",Eastside College Prep,,https://arizonawildcats.com/sports/womens-basketball/roster/destiny-graham/9415
Arizona,29,2018-19,22,Lindsey Malecha,G,"5'9""",Senior,"Mahtomedi, Minn.",Hill-Murray High School,,https://arizonawildcats.com/sports/womens-basketball/roster/lindsey-malecha/9417
Arizona,29,2018-19,24,Bryce Nixon,G,"5'10""",Freshman,"Phoenix, Ariz.",Arcadia High School,,https://arizonawildcats.com/sports/womens-basketball/roster/bryce-nixon/9642
Arizona,29,2018-19,25,Cate Reese,F,"6'2""",Freshman,"Cypress, Texas",Cypress Woods HS,,https://arizonawildcats.com/sports/womens-basketball/roster/cate-reese/9641
Arizona,29,2018-19,34,Semaj Smith,C,"6'6""",Freshman,"Long Beach, Calif.",St. Anthony High School,,https://arizonawildcats.com/sports/womens-basketball/roster/semaj-smith/9643
Army,725,2018-19,1,Cori Schnell,G,"5'8""",Junior,"Plano, Texas",Prince of Peace Christian School,,https://goarmywestpoint.com/sports/womens-basketball/roster/cori-schnell/14970
Army,725,2018-19,2,Morgann Yancey,G,"5'8""",Junior,"Dallas, Texas",Plano West,,https://goarmywestpoint.com/sports/womens-basketball/roster/morgann-yancey/14974
Army,725,2018-19,3,Jess Lewis,G,"5'9""",Senior,"Denver, Colo.",Regis Jesuit,,https://goarmywestpoint.com/sports/womens-basketball/roster/jess-lewis/13692
Army,725,2018-19,10,Sarah Bohn,G,"5'7""",Freshman,"Broadview Heights, Ohio",Gilmour Academy,,https://goarmywestpoint.com/sports/womens-basketball/roster/sarah-bohn/17508
Army,725,2018-19,13,Lindsey Scamman,F,,Freshman,"29 Palms, Calif.",29 Palms,,https://goarmywestpoint.com/sports/womens-basketball/roster/lindsey-scamman/17520
Army,725,2018-19,15,Kate Murray,F,,Freshman,"Boise, Idaho",Eagle,,https://goarmywestpoint.com/sports/womens-basketball/roster/kate-murray/17517
Army,725,2018-19,20,Sarah Furch,F,,Freshman,"Hazlet, N.J.",Saint John Vianney,,https://goarmywestpoint.com/sports/womens-basketball/roster/sarah-furch/13700
Army,725,2018-19,23,Taylor Sullivan,F,"6'3""",Freshman,"Helena, Mont.",Capital,,https://goarmywestpoint.com/sports/womens-basketball/roster/taylor-sullivan/17522
Army,725,2018-19,24,Natalie Stralkus,G,"5'11""",Freshman,"East Brunswick, N.J.",The Peddie School,,https://goarmywestpoint.com/sports/womens-basketball/roster/natalie-stralkus/17521
Army,725,2018-19,25,Jessica Rawls,F,,Sophomore,"Harrisburg, Pa.",Central Dauphin East Senior,,https://goarmywestpoint.com/sports/womens-basketball/roster/jessica-rawls/16457
Army,725,2018-19,31,Alisa Fallon,G,"5'10""",Freshman,"Des Plaines, Ill.",Maine West,,https://goarmywestpoint.com/sports/womens-basketball/roster/alisa-fallon/17510
Army,725,2018-19,33,Liz Layne,F,,Sophomore,"Omaha, Neb.",Elkhorn South,,https://goarmywestpoint.com/sports/womens-basketball/roster/liz-layne/16455
Army,725,2018-19,41,Madison Hovren,F,"5'11""",Senior,"Spokane, Wash.",Central Valley,,https://goarmywestpoint.com/sports/womens-basketball/roster/madison-hovren/13690
Auburn,37,2018-19,0,Daisa Alexander,Guard,5-8,Junior,"Decatur, Ga.",Southwest DeKalb HS,Southwest DeKalb HS,https://auburntigers.com/sports/womens-basketball/roster/season/2018-19/player/daisa-alexander
Auburn,37,2018-19,1,Robyn Benton,Guard,5-9,Freshman,"Atlanta, Ga.",Greater Atlanta Christian,Greater Atlanta Christian,https://auburntigers.com/sports/womens-basketball/roster/season/2018-19/player/robyn-benton
Auburn,37,2018-19,2,Brooke Moore,Guard,5-7,Freshman,"Atlanta, Ga.",Henry County HS,Henry County HS,https://auburntigers.com/sports/womens-basketball/roster/season/2018-19/player/brooke-moore
Auburn,37,2018-19,3,Erica Sanders,Guard,5-10,Senior,"San Antonio, Texas",Johnson HS,Johnson HS,https://auburntigers.com/sports/womens-basketball/roster/season/2018-19/player/erica-sanders
Auburn,37,2018-19,4,Abigayle Jackson,Forward,6-3,Sophomore,"Little Rock, Ark.",Little Rock Central HS,Little Rock Central HS,https://auburntigers.com/sports/womens-basketball/roster/season/2018-19/player/abigayle-jackson
Auburn,37,2018-19,5,Emari Jones,Guard,5-10,Senior,"Chicago, Ill.",Wheaton North HS,Shawnee CC,https://auburntigers.com/sports/womens-basketball/roster/season/2018-19/player/emari-jones
Auburn,37,2018-19,10,Kiyae' White,Forward,6-2,Redshirt Freshman,"Macungie, Pa.",Emmaus HS,Emmaus HS,https://auburntigers.com/sports/womens-basketball/roster/season/2018-19/player/kiyae-white
Auburn,37,2018-19,20,Unique Thompson,Forward,6-3,Sophomore,"Theodore, Ala.",Faith Academy,Faith Academy,https://auburntigers.com/sports/womens-basketball/roster/season/2018-19/player/unique-thompson
Auburn,37,2018-19,23,Crystal Primm,Guard,5-11,Redshirt Junior,"West Palm Beach, Fla.",Oxbridge Academy,Duke,https://auburntigers.com/sports/womens-basketball/roster/season/2018-19/player/crystal-primm
Auburn,37,2018-19,24,Erin Howard,Forward/Guard,6-1,Freshman,"Madison, Wis.",Madison East HS,Madison East HS,https://auburntigers.com/sports/womens-basketball/roster/season/2018-19/player/erin-howard
Auburn,37,2018-19,33,Janiah McKay,Guard,5-6,Senior,"Gainesville, Fla.",Gainesville HS,Gainesville HS,https://auburntigers.com/sports/womens-basketball/roster/season/2018-19/player/janiah-mckay
Auburn,37,2018-19,35,Natalie Kelly,Forward,6-3,Freshman,"Albany, La.",Albany HS,Albany HS,https://auburntigers.com/sports/womens-basketball/roster/season/2018-19/player/natalie-kelly
Wisconsin,796,2018-19,2,Kelly Karlis,G,"6'2""",Senior,"Medinah, Ill.",Montini Catholic,Ohio,https://uwbadgers.com/sports/womens-basketball/roster/kelly-karlis/6240
Wisconsin,796,2018-19,3,Suzanne Gilreath,G,"5'4""",Junior,"Brooklyn Park, Minn.",Fridley,,https://uwbadgers.com/sports/womens-basketball/roster/suzanne-gilreath/7416
Wisconsin,796,2018-19,10,Kendra Van Leeuwen,G,"5'10""",Junior,"Brantford, Ontario",St. John's College,,https://uwbadgers.com/sports/womens-basketball/roster/kendra-van-leeuwen/7423
Wisconsin,796,2018-19,11,Marsha Howard,F,,Senior,"Chicago, Ill.",Crete Monee,,https://uwbadgers.com/sports/womens-basketball/roster/marsha-howard/6239
Wisconsin,796,2018-19,12,Carmen Backes,F,,Freshman,"Lindstrom, Minn.",Chisago Lakes,,https://uwbadgers.com/sports/womens-basketball/roster/carmen-backes/8745
Wisconsin,796,2018-19,13,Sydney Mathiason,F,"6'1""",Freshman,"Monroe, Wis.",Monroe,,https://uwbadgers.com/sports/womens-basketball/roster/sydney-mathiason/8749
Wisconsin,796,2018-19,14,Abby Laszewski,F,"6'3""",Junior,"Jupiter, Fla.",Avon,,https://uwbadgers.com/sports/womens-basketball/roster/abby-laszewski/7418
Wisconsin,796,2018-19,15,Lexy Richardson,G,"5'9""",Redshirt Senior,"Verona, Wis.",Verona Area,,https://uwbadgers.com/sports/womens-basketball/roster/lexy-richardson/6243
Wisconsin,796,2018-19,20,Diamond Bragg,G,"5'9""",Freshman,"Camp Hill, Pa.",Camp Hill,,https://uwbadgers.com/sports/womens-basketball/roster/diamond-bragg/7413
Wisconsin,796,2018-19,22,Niya Beverley,G,"5'7""",Sophomore,"Laurel, Md.",St. John's College,,https://uwbadgers.com/sports/womens-basketball/roster/niya-beverley/7412
Wisconsin,796,2018-19,23,Jasmine Hale,G,"5'9""",Freshman,"Cincinnati, Ohio",West Clermont,,https://uwbadgers.com/sports/womens-basketball/roster/jasmine-hale/6257
Wisconsin,796,2018-19,30,Kara Crowley,F,"5'10""",Sophomore,"Beaver Dam, Wis.",Beaver Dam,,https://uwbadgers.com/sports/womens-basketball/roster/kara-crowley/7414
Wisconsin,796,2018-19,33,Courtney Fredrickson,F,"6'2""",Junior,"Minnetonka, Minn.",Minnetonka,,https://uwbadgers.com/sports/womens-basketball/roster/courtney-fredrickson/7415
Wisconsin,796,2018-19,34,Imani Lewis,F,"6'1""",Freshman,"Willingboro, N.J.",Life Center Academy,,https://uwbadgers.com/sports/womens-basketball/roster/imani-lewis/8747
Wisconsin,796,2018-19,43,Grace Mueller,F,"6'2""",Redshirt Sophomore,"Madison, Wis.",Verona Area,,https://uwbadgers.com/sports/womens-basketball/roster/grace-mueller/7422
Wisconsin,796,2018-19,44,Alex Luehring,G,"6'2""",Redshirt Freshman,"Verona, Wis.",Verona,Green Bay,https://uwbadgers.com/sports/womens-basketball/roster/alex-luehring/12018
Baylor,51,2018-19,1,NaLyssa Smith,F,"6'2""",Freshman,"Converse, Texas",East Central HS,,https://baylorbears.com/sports/womens-basketball/roster/nalyssa-smith/10721
Baylor,51,2018-19,2,DiDi Richards,G,"6'1""",Sophomore,"Cypress, Texas",Cypress Ranch HS,,https://baylorbears.com/sports/womens-basketball/roster/didi-richards/10008
Baylor,51,2018-19,3,Trinity Oliver,G,"5'9""",Redshirt Freshman,"Euless, Texas",Trinity HS,,https://baylorbears.com/sports/womens-basketball/roster/trinity-oliver/10007
Baylor,51,2018-19,4,Honesty Scott-Grayson,G,"5'9""",Freshman,"Brick, N.J.",Riverdale Baptist HS,,https://baylorbears.com/sports/womens-basketball/roster/honesty-scottgrayson/5774
Baylor,51,2018-19,10,Aquira DeCosta,F,,Freshman,"Sacramento, Calif.",St. Mary's HS,,https://baylorbears.com/sports/womens-basketball/roster/aquira-decosta/5822
Baylor,51,2018-19,12,Moon Ursin,G,"5'6""",Sophomore,"Destrehan, La.",Destrehan HS,,https://baylorbears.com/sports/womens-basketball/roster/moon-ursin/10010
Baylor,51,2018-19,15,Lauren Cox,F,"6'4""",Junior,"Flower Mound, Texas",Flower Mound HS,,https://baylorbears.com/sports/womens-basketball/roster/lauren-cox/9530
Baylor,51,2018-19,20,Juicy Landrum,G,"5'8""",Junior,"Waco, Texas",La Vega HS,,https://baylorbears.com/sports/womens-basketball/roster/juicy-landrum/9533
Baylor,51,2018-19,21,Kalani Brown,C,"6'7""",Senior,"Slidell, La.",Salmen HS,,https://baylorbears.com/sports/womens-basketball/roster/kalani-brown/5765
Baylor,51,2018-19,24,Chloe Jackson,G,"5'8""",Fifth Year,"Upper Marlboro, Md.",Riverdale Baptist HS,LSU,https://baylorbears.com/sports/womens-basketball/roster/chloe-jackson/5824
Baylor,51,2018-19,25,Queen Egbo,C,"6'3""",Freshman,"Houston, Texas",Travis HS,,https://baylorbears.com/sports/womens-basketball/roster/queen-egbo/10718
Baylor,51,2018-19,51,Caitlin Bickle,F,,Freshman,"Cave Creek, Ariz.",Cactus Shadows HS,,https://baylorbears.com/sports/womens-basketball/roster/caitlin-bickle/11516
Bellarmine,52,2018-19,0,Bailee Harney,G,"5'7""",Freshman,"Covington, KY",Covington Holy Cross,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/bailee-harney/5528
Bellarmine,52,2018-19,3,Breia Torrens,G,"5'4""",Sophomore,"Louisville, KY",Butler Traditional,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/breia-torrens/5525
Bellarmine,52,2018-19,5,Sage Blue,F,"5'8""",Freshman,"Detroit, MI",Moore,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/sage-blue/5529
Bellarmine,52,2018-19,10,Mikayla Berry,G,"5'9""",Junior,"Owensboro, KY",Owensboro Catholic,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/mikayla-berry/5517
Bellarmine,52,2018-19,13,Presley Brown,G,"5'11""",Freshman,"Hodgenville, KY",LaRue County,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/presley-brown/5530
Bellarmine,52,2018-19,15,Mallory Schwartz,F,"5'10""",Junior,"Union, KY",Ryle,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/mallory-schwartz/5522
Bellarmine,52,2018-19,20,Katie Downey,G,"5'6""",Junior,"Louisville, KY",North Bullitt,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/katie-downey/5519
Bellarmine,52,2018-19,22,Kathleen Scott,G,"5'8""",Freshman,"Mt. Washington, KY",Bullitt East,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/kathleen-scott/5531
Bellarmine,52,2018-19,23,Lauren Deel,F,"5'11""",Sophomore,"Louisville, KY",North Bullitt,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/lauren-deel/5518
Bellarmine,52,2018-19,25,Taylor Hunter,G/F,"5'9""",Redshirt Sophomore,"Houston, TX",Cypress Christian,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/taylor-hunter/5520
Bellarmine,52,2018-19,30,Allison Van Dyke,G/F,"5'11""",Junior,"Westfield, IN",Westfield,Eastern Illinois,https://athletics.bellarmine.edu/sports/womens-basketball/roster/allison-van-dyke/5526
Bellarmine,52,2018-19,32,Liza Tibbs,C,"6'3""",Senior,"Taylor Mill, KY",Dixie Heights,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/liza-tibbs/5524
Bellarmine,52,2018-19,33,Ally Mayhaus,C,"6'2""",Junior,"Taylor Mill, KY",Holy Cross,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/ally-mayhaus/5521
Bellarmine,52,2018-19,34,Danielle Feldkamp,F/C,"6'3""",Freshman,"Louisville, KY",Mercy,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/danielle-feldkamp/5532
Bellarmine,52,2018-19,40,Stephanie Still,F,"6'1""",Senior,"Shepherdsville, KY",Bullitt Central,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/stephanie-still/5523
Bellarmine,52,2018-19,42,Jalaya Dowell,C,"6'2""",Freshman,"Newburgh, IN",Castle,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/jalaya-dowell/5533
Bellarmine,52,2018-19,,Seryn Bentley,,,Freshman,"Louisville, KY",DuPont Manual,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/seryn-bentley/5601
Bellarmine,52,2018-19,,Ashley Weaver,,,Junior,"Louisville, KY",Presentation Academy,,https://athletics.bellarmine.edu/sports/womens-basketball/roster/ashley-weaver/5527
Boston College,67,2018-19,0,Jenasae Bishop,G,5' 6'' ,Freshman,"Hammond, Ind.",East Chicago Central,,https://bceagles.com/sports/womens-basketball/roster/jenasae-bishop/10283
Boston College,67,2018-19,1,Cameron Swartz,G,5' 11'' ,Freshman,"Marietta, Ga.",,,https://bceagles.com/sports/womens-basketball/roster/cameron-swartz/13158
Boston College,67,2018-19,4,Taylor Ortlepp,G,5' 10'' ,Junior,"Adelaide, Australia",St. Ignatius College,,https://bceagles.com/sports/womens-basketball/roster/taylor-ortlepp/11263
Boston College,67,2018-19,10,Makayla Dickens,G,5' 8'' ,Freshman,"Virginia Beach, Va.",Princess Anne,,https://bceagles.com/sports/womens-basketball/roster/makayla-dickens/13152
Boston College,67,2018-19,11,Emma Guy,F,6' 3'' ,Junior,"Penfield, N.Y.",Penfield,,https://bceagles.com/sports/womens-basketball/roster/emma-guy/11261
Boston College,67,2018-19,13,Taylor Soule,F,5' 11'' ,Freshman,,Kimball Union Academy,,https://bceagles.com/sports/womens-basketball/roster/taylor-soule/13157
Boston College,67,2018-19,14,Marnelle Garraud,G,5' 7'' ,Freshman,,Nobles & Greenough School,,https://bceagles.com/sports/womens-basketball/roster/marnelle-garraud/13154
Boston College,67,2018-19,22,Lana Hollingsworth,G,5' 10'' ,Freshman,"Brighton East, Australia",Haileybury Girls College,,https://bceagles.com/sports/womens-basketball/roster/lana-hollingsworth/10288
Boston College,67,2018-19,23,Milan Bolden-Morris,G,5' 10'' ,Sophomore,"Belle Glade, Florida",Cardinal Newman,,https://bceagles.com/sports/womens-basketball/roster/milan-boldenmorris/11257
Boston College,67,2018-19,24,Kate Klimkiewicz,G,6' 0'' ,Freshman,"Oakton, Virginia",Paul VI Catholic High School,,https://bceagles.com/sports/womens-basketball/roster/kate-klimkiewicz/10289
Boston College,67,2018-19,31,Sydney Lowery,G,5' 10'' ,Sophomore,"Shelton, Conn.",St. Luke's School,,https://bceagles.com/sports/womens-basketball/roster/sydney-lowery/11262
Boston College,67,2018-19,32,Clara Ford,C,6' 3'' ,Freshman,"Vienna, Virginia",George C. Marshall,,https://bceagles.com/sports/womens-basketball/roster/clara-ford/13153
Oregon State,528,2018-19,0,Mikayla Pivec,,G,"Lynnwood, Wash.",,,,https://osubeavers.com/sports/womens-basketball/roster/mikayla-pivec/7414
Oregon State,528,2018-19,1,Aleah Goodman,,G,"Milwaukie, Ore.",,,,https://osubeavers.com/sports/womens-basketball/roster/aleah-goodman/8158
Oregon State,528,2018-19,2,Andrea Aquino,,F,"Caacupe, Paraguay",,,,https://osubeavers.com/sports/womens-basketball/roster/andrea-aquino/8569
Oregon State,528,2018-19,3,Madison Washington,,G/F,"Las Vegas, Nev.",,,,https://osubeavers.com/sports/womens-basketball/roster/madison-washington/7419
Oregon State,528,2018-19,5,Taya Corosdale,,F,"Bothell, Wash.",,,,https://osubeavers.com/sports/womens-basketball/roster/taya-corosdale/8571
